TYPE,OBJECTID,year,month,dayinweek,hour,road,lanes,latitude,longitude,severity,severityString
Pedestrian,213227697,2021,11,5,7,DRESDEN ST,4,40.054074,-82.968702,3,Non-Incapacitating Injury
Pedestrian,213227701,2021,11,3,5,11th AVE,4,39.993823,-82.984535,3,Non-Incapacitating Injury
Pedestrian,213227870,2021,11,3,19,Summit ST,2,39.986981,-83.002056,3,Non-Incapacitating Injury
Pedestrian,213228432,2021,11,7,18,SHARON WOODS BLVD,4,40.088453,-82.96962,3,Non-Incapacitating Injury
Pedestrian,213230032,2021,11,3,2,IR 71,8,39.985879,-82.985158,2,Incapacitating Injury
Pedestrian,213231267,2021,11,4,10,NORRTH BROADWAY AVE,4,40.030875,-82.993662,3,Non-Incapacitating Injury
Pedestrian,213232187,2021,10,1,3,NEILSTON ST,4,39.965855,-82.994101,4,Possible Injury
Pedestrian,213232259,2021,11,2,20,HARRISBURG PKWY,2,39.936759,-83.042697,4,Possible Injury
Pedestrian,213232814,2021,11,6,14,TOWNSFAIR WAY,2,40.04905,-82.915437,3,Non-Incapacitating Injury
Pedestrian,213233505,2021,11,6,0,High ST,2,39.951679,-82.998598,3,Non-Incapacitating Injury
Pedestrian,213234002,2021,11,7,21,Noe Bixby RD,2,39.956627,-82.849903,4,Possible Injury
Pedestrian,213235447,2021,11,2,21,MOUND ST,2,39.955312,-82.939559,2,Incapacitating Injury
Pedestrian,213237323,2021,12,4,20,Main ST,4,39.956472,-82.910693,2,Incapacitating Injury
Pedestrian,213239212,2021,12,6,14,HENDERSON RD,3,40.051459,-83.021176,2,Incapacitating Injury
Pedestrian,213239580,2021,12,6,17,Livingston AVE,2,39.949214,-82.958155,4,Possible Injury
Pedestrian,213239662,2021,11,3,18,US 40,6,39.963774,-82.98705,3,Non-Incapacitating Injury
Pedestrian,213239895,2021,12,7,23,Cleveland AVE,4,40.015458,-82.966297,3,Non-Incapacitating Injury
Pedestrian,213239908,2021,12,6,22,Broad ST,4,39.962264,-83.000663,4,Possible Injury
Pedestrian,213241154,2021,12,4,15,LANGLEY AVE,1,39.960161,-82.870752,3,Non-Incapacitating Injury
Pedestrian,213242085,2021,12,3,19,LIVINGSTON AVE,2,39.946429,-82.906307,2,Incapacitating Injury
Pedestrian,213242748,2021,12,2,15,COURTRIGHT RD,4,39.92132,-82.8968,3,Non-Incapacitating Injury
Pedestrian,213244245,2021,12,3,7,Livingston AVE,4,39.94616,-82.902382,3,Non-Incapacitating Injury
Pedestrian,213245264,2021,12,6,23,Vine ST,4,39.971551,-83.006326,1,Fatal
Pedestrian,213245416,2021,12,3,17,CLEVELAND AVE,4,40.058608,-82.953092,3,Non-Incapacitating Injury
Pedestrian,213245549,2021,11,3,17,Barnett RD,2,39.9524,-82.905741,2,Incapacitating Injury
Pedestrian,213245627,2021,12,7,21,Joyce AVE,2,39.992377,-82.966251,2,Incapacitating Injury
Pedestrian,213246027,2021,12,1,18,High ST,4,39.896447,-82.9953,1,Fatal
Pedestrian,213246531,2021,12,1,6,Glenbriar ST,4,39.925974,-82.848388,3,Non-Incapacitating Injury
Pedestrian,213246533,2021,12,2,7,Cleveland AVE,4,40.031325,-82.964037,3,Non-Incapacitating Injury
Pedestrian,213246712,2021,12,6,19,MAIN ST US 40,4,39.955187,-82.867564,4,Possible Injury
Pedestrian,213246911,2021,12,1,19,HAMILTON FRONTAGE RD,2,39.941513,-82.878536,4,Possible Injury
Pedestrian,213246947,2021,12,7,17,Courtright RD,4,39.936666,-82.897695,3,Non-Incapacitating Injury
Pedestrian,213246949,2021,12,2,15,5TH AVE,2,39.987484,-83.015265,3,Non-Incapacitating Injury
Pedestrian,213247371,2021,12,2,12,RICHARDSON AVE,2,39.943475,-83.066885,3,Non-Incapacitating Injury
Pedestrian,213247846,2021,12,4,17,BELVIDERE AVE,2,39.954132,-83.05519,3,Non-Incapacitating Injury
Pedestrian,213248558,2021,12,3,6,HADDON RD,2,39.94612,-82.923995,3,Non-Incapacitating Injury
Pedestrian,213248807,2021,12,2,6,Cleveland AVE,2,39.993704,-82.981703,3,Non-Incapacitating Injury
Pedestrian,213248818,2021,12,3,19,HIGH ST,4,40.031589,-83.015855,4,Possible Injury
Pedestrian,213249017,2021,12,4,15,CORROGATED WAY,2,39.990676,-82.990403,3,Non-Incapacitating Injury
Pedestrian,213249510,2021,12,7,11,Neil AVE,4,39.972413,-83.009447,4,Possible Injury
Pedestrian,213250273,2021,12,5,6,Livingston AVE,4,39.945759,-82.894469,3,Non-Incapacitating Injury
Pedestrian,213250639,2021,12,6,23,BROAD ST,4,39.977678,-82.860895,2,Incapacitating Injury
Pedestrian,213250801,2021,12,6,18,Goodale ST,4,39.973863,-83.002913,4,Possible Injury
Pedestrian,213250981,2021,12,6,22,SR 161,4,40.087763,-82.99291,4,Possible Injury
Pedestrian,213251372,2021,12,7,23,CHANNINGWAY DR,4,39.938482,-82.831357,5,Property Damage
Pedestrian,213251525,2021,12,5,12,CASSADY AVE,2,39.957111,-82.934001,4,Possible Injury
Pedestrian,213251770,2021,12,2,3,I 70 W  IR 70,6,39.936392,-82.88368,1,Fatal
Pedestrian,213252532,2021,12,7,14,MOUND ST,4,39.944576,-83.040101,3,Non-Incapacitating Injury
Pedestrian,213254537,2021,12,6,17,MAIN ST,4,39.956151,-82.90029,3,Non-Incapacitating Injury
Pedestrian,213255867,2021,12,7,13,Weber RD,4,40.023483,-82.981515,2,Incapacitating Injury
Pedestrian,213257084,2021,12,2,18,DUBLIN GRANVILLE RD,4,40.087427,-82.980134,4,Possible Injury
Pedestrian,213258582,2021,12,2,20,Livingston AVE,4,39.94616,-82.902382,3,Non-Incapacitating Injury
Pedestrian,213258650,2021,12,4,9,EASTON STATION ST,2,40.049665,-82.914274,3,Non-Incapacitating Injury
Pedestrian,213258668,2021,12,5,2,Whitethorne AVE,2,39.937302,-83.054194,3,Non-Incapacitating Injury
Pedestrian,213260017,2021,12,3,17,US 40,6,39.96332,-82.99105,3,Non-Incapacitating Injury
Pedestrian,213260456,2021,12,4,19,Bethel RD,2,40.064306,-83.074949,4,Possible Injury
Pedestrian,213260471,2021,12,1,12,GRAMERCY ST,2,40.051791,-82.917665,5,Property Damage
Pedestrian,213260880,2021,12,5,7,Mound ST,3,39.955112,-82.996551,3,Non-Incapacitating Injury
Pedestrian,213262188,2021,12,4,12,Heaton RD,4,40.060294,-82.967546,3,Non-Incapacitating Injury
Pedestrian,213263507,2021,12,1,15,Broad ST,3,39.967958,-82.950532,4,Possible Injury
Pedestrian,213263736,2021,12,4,1,SULLIVANT AVE,2,39.948713,-83.045761,3,Non-Incapacitating Injury
Pedestrian,213264823,2021,12,1,20,YEARLING RD,4,39.962573,-82.885762,2,Incapacitating Injury
Pedestrian,213265639,2021,10,6,22,High ST,2,40.010039,-83.010187,3,Non-Incapacitating Injury
Pedestrian,213266858,2021,12,6,1,CLEVELAND AVE,4,40.019941,-82.964985,2,Incapacitating Injury
Pedestrian,213267241,2021,12,6,20,JAMES RD,4,39.937141,-82.915398,3,Non-Incapacitating Injury
Pedestrian,213269518,2021,12,1,23,Sullivant AVE,2,39.944516,-83.06985,4,Possible Injury
Pedestrian,214029368,2021,1,7,0,US ROUTE 40 E  US 40,4,39.95228,-83.129264,3,Non-Incapacitating Injury
Pedestrian,214039478,2021,2,6,16,STATE ST,4,40.127851,-82.932334,3,Non-Incapacitating Injury
Pedestrian,214039522,2021,2,7,0,CLUB HOUSE DR,2,40.026702,-82.938355,3,Non-Incapacitating Injury
Pedestrian,214054441,2021,3,2,14,COLLEGE AVE,4,40.125944,-82.931621,3,Non-Incapacitating Injury
Pedestrian,214080889,2021,4,5,17,JACKPOT RD,2,39.878834,-83.04562,5,Property Damage
Pedestrian,214087537,2021,3,5,20,SR 317,2,39.830138,-82.935432,2,Incapacitating Injury
Pedestrian,214096572,2021,3,6,17,TRAILPATH DR,2,40.06,-83.15,3,Non-Incapacitating Injury
Pedestrian,214100425,2021,5,6,21,US ROUTE 40 W  US 40,4,39.95228,-83.129264,2,Incapacitating Injury
Pedestrian,214103863,2021,5,4,6,POST RD,2,40.106852,-83.162825,3,Non-Incapacitating Injury
