OBJECTID,MaxInjuryS,CaseYear,CrashDate,CrashTimeF,CrashType,UTMEasting,UTMNorthin,OnStreet
17951036,B - INJURY,2020,9/18/2020,2:50 PM,COLLISION WITH PEDESTRIAN,592663.306,4727121.76,
17950291,B - INJURY,2020,9/17/2020,5:39 PM,COLLISION WITH BICYCLIST,592863.2044,4733270.785,
17947707,C - POSSIBLE INJURY,2020,9/13/2020,1:26 PM,COLLISION WITH BICYCLIST,601397.63,4723782.65,
17946640,C - POSSIBLE INJURY,2020,9/12/2020,2:50 PM,COLLISION WITH PEDESTRIAN,596931.4,4723197.5,
17945879,C - POSSIBLE INJURY,2020,9/7/2020,8:42 AM,COLLISION WITH PEDESTRIAN,600217.9,4724752.65,
17945524,B - INJURY,2020,9/10/2020,7:44 PM,COLLISION WITH BICYCLIST,594574.76,4726328.38,
17942133,C - POSSIBLE INJURY,2020,9/5/2020,4:30 PM,COLLISION WITH PEDESTRIAN,600166.34,4721837.84,
17938093,C - POSSIBLE INJURY,2020,9/3/2020,6:20 PM,COLLISION WITH BICYCLIST,591008.8259,4724064.323,
17935611,C - POSSIBLE INJURY,2020,9/1/2020,5:09 PM,COLLISION WITH BICYCLIST,600142.47,4721367.13,
17933810,B - INJURY,2020,9/2/2020,4:12 PM,COLLISION WITH BICYCLIST,600960.06,4722790.65,
17931525,C - POSSIBLE INJURY,2020,8/27/2020,9:14 PM,COLLISION WITH PEDESTRIAN,600552.3962,4724827.279,
17931520,C - POSSIBLE INJURY,2020,8/28/2020,4:58 PM,COLLISION WITH BICYCLIST,600458.54,4724696.27,
17928368,C - POSSIBLE INJURY,2020,8/25/2020,4:41 PM,COLLISION WITH BICYCLIST,592680.9623,4720120.131,
17919988,A - SERIOUS INJURY,2020,8/22/2020,11:06 AM,COLLISION WITH BICYCLIST,606244.2433,4730421.065,
17918765,A - SERIOUS INJURY,2020,8/20/2020,4:17 PM,COLLISION WITH PEDESTRIAN,606566.4611,4736231.354,
17916063,B - INJURY,2020,8/10/2020,9:19 AM,COLLISION WITH PEDESTRIAN,600064.0933,4734499.2,
17914100,B - INJURY,2020,8/13/2020,2:08 PM,COLLISION WITH BICYCLIST,599397.0006,4728349.999,
17908522,B - INJURY,2020,7/27/2020,11:09 AM,COLLISION WITH BICYCLIST,603651.5737,4725771.599,
17906587,C - POSSIBLE INJURY,2020,7/23/2020,3:51 PM,COLLISION WITH PEDESTRIAN,601035.88,4723809.68,
17906413,C - POSSIBLE INJURY,2020,8/6/2020,1:07 PM,COLLISION WITH BICYCLIST,603566.6655,4733779.484,
17902551,B - INJURY,2020,7/31/2020,9:32 PM,COLLISION WITH PEDESTRIAN,602873.9903,4734379.654,
17901564,B - INJURY,2020,8/5/2020,6:13 PM,COLLISION WITH BICYCLIST,599040.1582,4726106.237,
17901404,B - INJURY,2020,7/19/2020,10:48 AM,COLLISION WITH BICYCLIST,589338.76,4723627.88,
17898375,C - POSSIBLE INJURY,2020,8/3/2020,8:35 AM,COLLISION WITH BICYCLIST,600178.3599,4724339.646,
17896032,B - INJURY,2020,7/30/2020,6:47 AM,COLLISION WITH BICYCLIST,606328.04,4731957.07,
17895392,C - POSSIBLE INJURY,2020,7/30/2020,5:01 PM,COLLISION WITH PEDESTRIAN,594154.4886,4731752.412,
17890653,A - SERIOUS INJURY,2020,7/9/2020,12:20 PM,COLLISION WITH PEDESTRIAN,603854.6663,4726164.197,
17888964,A - SERIOUS INJURY,2020,7/16/2020,4:30 PM,COLLISION WITH PEDESTRIAN,600453.6,4723889.74,
17887924,B - INJURY,2020,7/23/2020,1:02 PM,COLLISION WITH BICYCLIST,596426.1359,4729125.345,
17886561,B - INJURY,2020,7/21/2020,4:30 PM,COLLISION WITH BICYCLIST,598095.04,4725442.52,
17881122,B - INJURY,2020,6/15/2020,1:50 PM,COLLISION WITH BICYCLIST,599553.8,4721513.92,
17877126,B - INJURY,2020,7/14/2020,1:43 PM,COLLISION WITH BICYCLIST,599295.5305,4718094.854,
17876315,B - INJURY,2020,7/8/2020,10:49 PM,COLLISION WITH PEDESTRIAN,600072.6306,4734495.21,
17874062,C - POSSIBLE INJURY,2020,6/26/2020,1:00 AM,COLLISION WITH PEDESTRIAN,599864.25,4725802.9,
17872260,A - SERIOUS INJURY,2020,6/22/2020,8:50 PM,COLLISION WITH PEDESTRIAN,601711.0194,4733395.054,
17872234,B - INJURY,2020,7/1/2020,4:44 PM,COLLISION WITH PEDESTRIAN,597061,4728451,
17870982,B - INJURY,2020,7/7/2020,4:56 PM,COLLISION WITH PEDESTRIAN,594352.9054,4731422.175,
17869716,B - INJURY,2020,7/6/2020,2:35 PM,COLLISION WITH PEDESTRIAN,595650.2825,4719539.696,
17868029,B - INJURY,2020,7/6/2020,12:28 PM,COLLISION WITH PEDESTRIAN,600501.43,4723039.1,
17867269,C - POSSIBLE INJURY,2020,7/5/2020,5:53 PM,COLLISION WITH BICYCLIST,598554.988,4717272.266,
17863513,A - SERIOUS INJURY,2020,6/28/2020,7:08 PM,COLLISION WITH BICYCLIST,606265.67,4736073.22,
17858792,C - POSSIBLE INJURY,2020,6/25/2020,7:34 PM,COLLISION WITH BICYCLIST,600341.4313,4735665.784,
17858345,B - INJURY,2020,6/22/2020,10:37 AM,COLLISION WITH PEDESTRIAN,600699.05,4724198.29,
17858344,A - SERIOUS INJURY,2020,6/13/2020,5:26 PM,COLLISION WITH PEDESTRIAN,598934.2436,4723864.722,
17852927,B - INJURY,2020,6/19/2020,3:31 PM,COLLISION WITH PEDESTRIAN,603072.9367,4732912.015,
17851201,C - POSSIBLE INJURY,2020,6/17/2020,5:30 PM,COLLISION WITH OTHER PEDESTRIAN,594736.4974,4721988.84,
17849670,C - POSSIBLE INJURY,2020,6/6/2020,6:44 PM,COLLISION WITH BICYCLIST,600516.77,4724778.86,
17849662,B - INJURY,2020,6/19/2020,12:10 PM,COLLISION WITH BICYCLIST,601155.31,4724293.35,
17848383,A - SERIOUS INJURY,2020,6/12/2020,7:00 AM,COLLISION WITH BICYCLIST,597344.9322,4726493.882,
17845060,B - INJURY,2020,6/12/2020,4:40 PM,COLLISION WITH BICYCLIST,598282.9642,4727236.03,
17844966,A - SERIOUS INJURY,2020,6/15/2020,7:34 PM,COLLISION WITH PEDESTRIAN,606315.09,4731654.65,
17840455,B - INJURY,2020,5/19/2020,10:34 AM,COLLISION WITH BICYCLIST,597150.32,4723575.3,
17840312,A - SERIOUS INJURY,2020,6/8/2020,6:38 AM,COLLISION WITH PEDESTRIAN,597943.9621,4729183.981,
17837411,B - INJURY,2020,5/23/2020,6:26 PM,COLLISION WITH BICYCLIST,597809.92,4735336,
17828288,B - INJURY,2020,5/28/2020,10:34 AM,COLLISION WITH PEDESTRIAN,601981.077,4721957.921,
17824506,C - POSSIBLE INJURY,2020,5/20/2020,5:28 PM,COLLISION WITH PEDESTRIAN,606062.0692,4736297.611,
17824497,A - SERIOUS INJURY,2020,4/6/2020,1:00 PM,COLLISION WITH BICYCLIST,606169.27,4736142.49,
17824436,C - POSSIBLE INJURY,2020,5/13/2020,5:47 PM,COLLISION WITH PEDESTRIAN,602018.79,4723507.21,
17823931,C - POSSIBLE INJURY,2020,5/16/2020,11:57 AM,COLLISION WITH PEDESTRIAN,606116.0805,4731799.953,
17823495,C - POSSIBLE INJURY,2020,5/20/2020,12:09 PM,COLLISION WITH BICYCLIST,600892.2795,4727942.337,
17823178,C - POSSIBLE INJURY,2020,5/14/2020,3:40 PM,COLLISION WITH BICYCLIST,601911.91,4724080.08,
17821397,B - INJURY,2020,5/15/2020,5:00 PM,COLLISION WITH BICYCLIST,596880.5124,4730346.554,
17820919,C - POSSIBLE INJURY,2020,5/5/2020,12:00 AM,COLLISION WITH BICYCLIST,597401.6541,4723056.032,
17816690,C - POSSIBLE INJURY,2020,4/25/2020,3:03 PM,COLLISION WITH PEDESTRIAN,598784.68,4724219.38,
17812002,B - INJURY,2020,5/2/2020,5:00 PM,COLLISION WITH BICYCLIST,599681.2,4729656.97,
17811209,A - SERIOUS INJURY,2020,5/2/2020,4:32 PM,COLLISION WITH PEDESTRIAN,600516.77,4724778.86,
17810541,C - POSSIBLE INJURY,2020,5/1/2020,2:27 PM,COLLISION WITH PEDESTRIAN,597578.0806,4727794.069,
17803796,C - POSSIBLE INJURY,2020,4/17/2020,10:16 PM,COLLISION WITH PEDESTRIAN,601323.33,4723386.38,
17800595,B - INJURY,2020,4/8/2020,5:51 PM,COLLISION WITH BICYCLIST,601247.67,4722908.69,
17798069,B - INJURY,2020,4/8/2020,9:30 AM,COLLISION WITH PEDESTRIAN,599820.28,4724611.74,
17794606,C - POSSIBLE INJURY,2020,4/5/2020,9:08 PM,COLLISION WITH PEDESTRIAN,601052.33,4724244.64,
17794285,B - INJURY,2019,8/31/2019,12:10 AM,COLLISION WITH PEDESTRIAN,601893.2736,4721504.967,
17793775,B - INJURY,2019,9/5/2019,8:11 PM,COLLISION WITH PEDESTRIAN,600764.01,4724590.64,
17793201,C - POSSIBLE INJURY,2019,5/30/2019,10:05 PM,COLLISION WITH PEDESTRIAN,601365.26,4722688.71,
17792098,C - POSSIBLE INJURY,2019,3/13/2019,12:35 PM,COLLISION WITH PEDESTRIAN,594154.4886,4731752.412,
17791061,C - POSSIBLE INJURY,2020,3/21/2020,4:58 PM,COLLISION WITH BICYCLIST,600603.55,4722103.51,
17790715,A - SERIOUS INJURY,2020,3/26/2020,8:42 AM,COLLISION WITH PEDESTRIAN,601026.027,4723821.066,
17787807,A - SERIOUS INJURY,2019,12/10/2019,7:05 PM,COLLISION WITH PEDESTRIAN,601344.3114,4732966.994,
17787574,C - POSSIBLE INJURY,2020,3/17/2020,6:14 AM,COLLISION WITH PEDESTRIAN,600446.02,4722987.76,
17787561,A - SERIOUS INJURY,2020,3/13/2020,2:48 PM,COLLISION WITH BICYCLIST,600419.67,4723295.37,
17781996,B - INJURY,2020,3/9/2020,1:30 PM,COLLISION WITH PEDESTRIAN,593427.9753,4733735.045,
17780594,C - POSSIBLE INJURY,2020,3/11/2020,6:49 PM,COLLISION WITH PEDESTRIAN,606017.3243,4736515.258,
17778701,B - INJURY,2020,3/11/2020,4:04 PM,COLLISION WITH PEDESTRIAN,600398.58,4722266.7,
17778034,C - POSSIBLE INJURY,2020,2/29/2020,11:12 AM,COLLISION WITH PEDESTRIAN,600366.77,4724196.47,
17776466,C - POSSIBLE INJURY,2020,3/4/2020,5:35 PM,COLLISION WITH PEDESTRIAN,600626.8813,4724281.369,
17776285,C - POSSIBLE INJURY,2020,3/9/2020,7:45 AM,COLLISION WITH PEDESTRIAN,607185.34,4733393.26,
17769444,C - POSSIBLE INJURY,2020,3/5/2020,9:28 AM,COLLISION WITH PEDESTRIAN,600309.8104,4724809.212,
17769442,C - POSSIBLE INJURY,2020,2/21/2020,9:48 AM,COLLISION WITH PEDESTRIAN,599575.5971,4724033.99,
17769440,B - INJURY,2020,1/21/2020,8:12 AM,COLLISION WITH PEDESTRIAN,600217.9,4724752.65,
17769435,C - POSSIBLE INJURY,2020,3/4/2020,6:21 PM,COLLISION WITH PEDESTRIAN,600703.6838,4724202.251,
17768242,B - INJURY,2020,2/27/2020,8:30 AM,COLLISION WITH PEDESTRIAN,601561.4064,4733459.579,
17766759,C - POSSIBLE INJURY,2020,2/29/2020,9:07 PM,COLLISION WITH PEDESTRIAN,601397.6952,4723980.823,
17763623,C - POSSIBLE INJURY,2020,2/28/2020,3:41 PM,COLLISION WITH PEDESTRIAN,597338.1856,4729918.789,
17761478,A - SERIOUS INJURY,2020,1/11/2020,9:19 PM,COLLISION WITH PEDESTRIAN,599425.0071,4727490.992,
17760775,B - INJURY,2020,2/24/2020,12:07 PM,COLLISION WITH PEDESTRIAN,599354.15,4724965.78,
17758304,C - POSSIBLE INJURY,2020,2/19/2020,5:10 PM,COLLISION WITH PEDESTRIAN,597762.19,4725004.1,
17754772,A - SERIOUS INJURY,2020,2/18/2020,5:35 AM,COLLISION WITH PEDESTRIAN,592591.0352,4726061.058,
17752629,A - SERIOUS INJURY,2020,2/18/2020,8:54 PM,COLLISION WITH PEDESTRIAN,600364.3431,4724198.314,
17752394,A - SERIOUS INJURY,2020,1/7/2020,10:57 PM,COLLISION WITH PEDESTRIAN,597758.5798,4727583.493,
17752245,A - SERIOUS INJURY,2020,1/25/2020,5:15 PM,COLLISION WITH PEDESTRIAN,595764.0669,4729887.058,
17752207,C - POSSIBLE INJURY,2020,2/13/2020,7:42 AM,COLLISION WITH PEDESTRIAN,597589.0539,4729494.119,
17742111,C - POSSIBLE INJURY,2020,2/11/2020,7:19 PM,COLLISION WITH PEDESTRIAN,598158.18,4723392.25,
17736376,C - POSSIBLE INJURY,2020,2/7/2020,4:51 PM,COLLISION WITH PEDESTRIAN,606046.2918,4731752.835,
17733198,A - SERIOUS INJURY,2020,2/6/2020,1:59 AM,COLLISION WITH PEDESTRIAN,601008.48,4722956.73,
17730001,C - POSSIBLE INJURY,2020,2/2/2020,6:39 AM,COLLISION WITH PEDESTRIAN,599908.0755,4725887.37,
17727914,C - POSSIBLE INJURY,2020,1/31/2020,12:41 AM,COLLISION WITH PEDESTRIAN,602362.56,4723372.56,
17713724,C - POSSIBLE INJURY,2020,1/27/2020,7:56 AM,COLLISION WITH PEDESTRIAN,601495.58,4723906.26,
17703973,C - POSSIBLE INJURY,2020,1/21/2020,3:52 PM,COLLISION WITH PEDESTRIAN,599248.74,4724279.76,
17702682,A - SERIOUS INJURY,2020,1/17/2020,8:00 AM,COLLISION WITH PEDESTRIAN,598984.06,4724480.56,
17696541,B - INJURY,2020,1/8/2020,3:25 PM,COLLISION WITH PEDESTRIAN,607308.3645,4736328.578,
17695853,A - SERIOUS INJURY,2019,12/24/2019,12:00 PM,COLLISION WITH PEDESTRIAN,601008.48,4722956.73,
17694567,A - SERIOUS INJURY,2020,1/4/2020,7:49 PM,COLLISION WITH PEDESTRIAN,606163.09,4736560.58,
17694278,C - POSSIBLE INJURY,2020,1/6/2020,5:37 PM,COLLISION WITH PEDESTRIAN,601247.67,4722908.69,
17694138,B - INJURY,2020,1/8/2020,10:22 AM,COLLISION WITH BICYCLIST,600929.2818,4734004.291,
17694112,A - SERIOUS INJURY,2020,1/13/2020,6:39 PM,COLLISION WITH PEDESTRIAN,597563.796,4730114.239,
17692932,A - SERIOUS INJURY,2019,12/27/2019,6:17 PM,COLLISION WITH PEDESTRIAN,600325.2526,4734374.491,
17692594,C - POSSIBLE INJURY,2020,1/11/2020,12:08 PM,COLLISION WITH PEDESTRIAN,600615,4734504,
17692485,B - INJURY,2020,1/13/2020,5:12 PM,COLLISION WITH PEDESTRIAN,606211.3239,4731691.472,
17686086,C - POSSIBLE INJURY,2020,1/8/2020,11:33 AM,COLLISION WITH PEDESTRIAN,601276.4,4724073.09,
17681917,C - POSSIBLE INJURY,2020,1/1/2020,7:03 AM,COLLISION WITH PEDESTRIAN,597949.0279,4722999.663,
17681717,C - POSSIBLE INJURY,2020,1/7/2020,10:32 AM,COLLISION WITH PEDESTRIAN,605805.6,4729766.06,
17680754,C - POSSIBLE INJURY,2019,12/27/2019,5:15 PM,COLLISION WITH PEDESTRIAN,598645.24,4725784.76,
17680724,C - POSSIBLE INJURY,2019,12/26/2019,5:53 PM,COLLISION WITH PEDESTRIAN,600501.43,4723039.1,
17679236,C - POSSIBLE INJURY,2020,1/3/2020,4:58 PM,COLLISION WITH PEDESTRIAN,602540.2186,4725225.434,
17678344,C - POSSIBLE INJURY,2020,1/2/2020,12:20 PM,COLLISION WITH PEDESTRIAN,600501.43,4723039.1,
17677214,C - POSSIBLE INJURY,2019,12/30/2019,3:08 PM,COLLISION WITH PEDESTRIAN,601633.87,4723800.33,
17661244,A - SERIOUS INJURY,2019,12/22/2019,8:01 PM,COLLISION WITH PEDESTRIAN,606305.8893,4731705.199,
17656231,B - INJURY,2019,12/17/2019,6:17 AM,COLLISION WITH PEDESTRIAN,597356.5856,4722488.694,
17652077,B - INJURY,2019,9/5/2019,5:35 PM,COLLISION WITH BICYCLIST,587775.56,4723143.56,
17647563,B - INJURY,2019,12/8/2019,9:18 PM,COLLISION WITH PEDESTRIAN,600523.83,4724400,
17646376,A - SERIOUS INJURY,2019,12/13/2019,4:48 PM,COLLISION WITH PEDESTRIAN,601670.2,4724134.51,
17646368,B - INJURY,2019,12/13/2019,5:45 PM,COLLISION WITH PEDESTRIAN,595756.0284,4726962.479,
17646031,A - SERIOUS INJURY,2019,12/12/2019,5:14 PM,COLLISION WITH PEDESTRIAN,592861.69,4718078.19,
17644895,A - SERIOUS INJURY,2019,12/11/2019,6:24 AM,COLLISION WITH PEDESTRIAN,592392.559,4733788.481,
17641134,C - POSSIBLE INJURY,2019,11/29/2019,5:02 PM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,
17641128,C - POSSIBLE INJURY,2019,12/10/2019,4:32 PM,COLLISION WITH PEDESTRIAN,600523.83,4724400,
17641120,C - POSSIBLE INJURY,2019,12/1/2019,9:20 PM,COLLISION WITH PEDESTRIAN,599534.9488,4724270.512,
17640781,B - INJURY,2019,12/9/2019,4:39 PM,COLLISION WITH BICYCLIST,596510.1535,4729031.044,
17639787,B - INJURY,2019,11/30/2019,10:11 PM,COLLISION WITH PEDESTRIAN,599268.8577,4723011.262,
17635640,B - INJURY,2019,11/19/2019,11:43 AM,COLLISION WITH PEDESTRIAN,602010.74,4722043.55,
17635627,A - SERIOUS INJURY,2019,11/27/2019,3:57 PM,COLLISION WITH PEDESTRIAN,600477.11,4724343.01,
17634729,C - POSSIBLE INJURY,2019,12/6/2019,6:26 PM,COLLISION WITH PEDESTRIAN,600393.2838,4724550.083,
17634567,B - INJURY,2019,11/15/2019,9:00 AM,COLLISION WITH BICYCLIST,602075.58,4722228.99,
17634536,A - SERIOUS INJURY,2019,11/19/2019,11:19 PM,COLLISION WITH PEDESTRIAN,599999.21,4723714.12,
17632138,A - SERIOUS INJURY,2019,11/22/2019,6:54 PM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,
17632131,C - POSSIBLE INJURY,2019,11/21/2019,12:00 AM,COLLISION WITH PEDESTRIAN,600674.8343,4724532.922,
17632125,C - POSSIBLE INJURY,2019,11/22/2019,11:57 AM,COLLISION WITH PEDESTRIAN,599992.5886,4724480.916,
17632116,B - INJURY,2019,12/2/2019,11:50 PM,COLLISION WITH PEDESTRIAN,599950.06,4723228.6,
17632105,C - POSSIBLE INJURY,2019,11/18/2019,7:45 PM,COLLISION WITH PEDESTRIAN,600011.22,4724466.77,
17632103,C - POSSIBLE INJURY,2019,10/5/2019,2:35 PM,COLLISION WITH BICYCLIST,599618.81,4724765.33,
17632092,C - POSSIBLE INJURY,2019,11/29/2019,4:53 PM,COLLISION WITH PEDESTRIAN,599999.21,4723714.12,
17624622,B - INJURY,2019,11/25/2019,10:40 AM,COLLISION WITH PEDESTRIAN,606473.19,4736567.47,
17620972,C - POSSIBLE INJURY,2019,11/30/2019,12:10 PM,COLLISION WITH PEDESTRIAN,606271.0409,4736576.119,
17619631,C - POSSIBLE INJURY,2019,11/26/2019,7:42 AM,COLLISION WITH PEDESTRIAN,590989.3293,4727862.136,
17618797,A - SERIOUS INJURY,2019,11/21/2019,7:54 AM,COLLISION WITH BICYCLIST,596928.8325,4728544.728,
17618765,C - POSSIBLE INJURY,2019,11/21/2019,8:06 AM,COLLISION WITH PEDESTRIAN,601823.9127,4727880.234,
17605657,C - POSSIBLE INJURY,2019,11/20/2019,5:15 PM,COLLISION WITH PEDESTRIAN,604209.4672,4726920.941,
17604485,C - POSSIBLE INJURY,2019,11/19/2019,7:30 PM,COLLISION WITH PEDESTRIAN,596424.893,4719884.212,
17604012,C - POSSIBLE INJURY,2019,11/18/2019,7:14 PM,COLLISION WITH PEDESTRIAN,601008.48,4722956.73,
17595121,B - INJURY,2019,10/29/2019,1:08 PM,COLLISION WITH BICYCLIST,600577.15,4724447.87,
17592410,C - POSSIBLE INJURY,2019,11/12/2019,2:00 AM,COLLISION WITH BICYCLIST,600901.29,4722620.64,
17591386,C - POSSIBLE INJURY,2019,11/11/2019,6:03 PM,COLLISION WITH PEDESTRIAN,599783.81,4724167.17,
17590042,B - INJURY,2019,11/10/2019,1:44 PM,COLLISION WITH PEDESTRIAN,592347.9868,4733738.016,
17586104,C - POSSIBLE INJURY,2019,11/7/2019,4:48 PM,COLLISION WITH PEDESTRIAN,598510.9,4725607.92,
17584981,A - SERIOUS INJURY,2019,11/2/2019,12:34 PM,COLLISION WITH PEDESTRIAN,603623.2282,4731994.889,
17582930,C - POSSIBLE INJURY,2019,11/6/2019,10:29 AM,COLLISION WITH PEDESTRIAN,599815.72,4723852.97,
17577641,C - POSSIBLE INJURY,2019,10/30/2019,11:55 AM,COLLISION WITH BICYCLIST,601861.6207,4722130.941,
17576782,B - INJURY,2019,10/23/2019,4:18 PM,COLLISION WITH PEDESTRIAN,607454.27,4736406.52,
17576261,C - POSSIBLE INJURY,2019,11/1/2019,6:46 AM,COLLISION WITH PEDESTRIAN,602075.58,4722228.99,
17571047,B - INJURY,2019,10/25/2019,2:36 PM,COLLISION WITH BICYCLIST,600357.1233,4724591.732,
17564030,B - INJURY,2019,10/24/2019,9:08 AM,COLLISION WITH BICYCLIST,596350.9662,4718119.954,
17561069,B - INJURY,2019,10/10/2019,4:41 PM,COLLISION WITH PEDESTRIAN,598804.98,4723123,
17559929,C - POSSIBLE INJURY,2019,10/11/2019,7:57 PM,COLLISION WITH PEDESTRIAN,601279.49,4723531.13,
17559921,C - POSSIBLE INJURY,2019,10/22/2019,1:33 PM,COLLISION WITH PEDESTRIAN,605376.22,4732002.47,
17559217,A - SERIOUS INJURY,2019,9/26/2019,7:14 PM,COLLISION WITH PEDESTRIAN,596736.8871,4735762.345,
17557403,C - POSSIBLE INJURY,2019,9/21/2019,4:24 PM,COLLISION WITH BICYCLIST,596244,4728030,
17557337,C - POSSIBLE INJURY,2019,10/16/2019,7:13 PM,COLLISION WITH PEDESTRIAN,596431.2,4725555.1,
17554914,B - INJURY,2019,10/4/2019,9:00 PM,COLLISION WITH PEDESTRIAN,601041.7096,4723336.62,
17552088,C - POSSIBLE INJURY,2019,10/15/2019,3:24 PM,COLLISION WITH PEDESTRIAN,598728.82,4722127.2,
17550091,C - POSSIBLE INJURY,2019,10/15/2019,1:33 PM,COLLISION WITH BICYCLIST,596847.1686,4728638.146,
17548404,C - POSSIBLE INJURY,2019,9/28/2019,1:47 AM,COLLISION WITH BICYCLIST,597948.4321,4727362.374,
17547994,A - SERIOUS INJURY,2019,10/14/2019,2:21 PM,COLLISION WITH PEDESTRIAN,605006,4728430,
17545513,C - POSSIBLE INJURY,2019,10/10/2019,2:00 PM,COLLISION WITH PEDESTRIAN,602285.2485,4722949.127,
17544730,C - POSSIBLE INJURY,2019,10/11/2019,12:30 PM,COLLISION WITH PEDESTRIAN,601350.9594,4734347.248,
17543987,C - POSSIBLE INJURY,2019,10/10/2019,12:38 PM,COLLISION WITH PEDESTRIAN,597385.2574,4729958.696,
17538035,A - SERIOUS INJURY,2019,9/24/2019,7:52 PM,COLLISION WITH PEDESTRIAN,597338,4729919,
17536534,C - POSSIBLE INJURY,2019,10/4/2019,8:30 AM,COLLISION WITH PEDESTRIAN,602075.58,4722228.99,
17535248,C - POSSIBLE INJURY,2019,10/2/2019,3:00 PM,COLLISION WITH PEDESTRIAN,596837,4729443,
17525834,C - POSSIBLE INJURY,2019,9/29/2019,11:59 AM,COLLISION WITH PEDESTRIAN,599146.1932,4717296.223,
17521706,C - POSSIBLE INJURY,2019,9/27/2019,5:23 PM,COLLISION WITH PEDESTRIAN,605666.8239,4736593.316,
17517856,A - SERIOUS INJURY,2019,9/22/2019,11:36 PM,COLLISION WITH PEDESTRIAN,605328.1814,4728177.828,
17503067,,2019,9/12/2019,7:22 AM,COLLISION WITH OTHER PEDESTRIAN,598687.5904,4734119.511,
17483953,B - INJURY,2019,8/27/2019,4:30 PM,COLLISION WITH OTHER PEDESTRIAN,601375.09,4720878.24,
17475485,C - POSSIBLE INJURY,2019,8/20/2019,5:42 PM,COLLISION WITH BICYCLIST,598991.81,4722366.19,
17471061,C - POSSIBLE INJURY,2019,8/16/2019,3:50 AM,COLLISION WITH PEDESTRIAN,601704.6013,4724236.856,
17470417,A - SERIOUS INJURY,2019,8/18/2019,8:16 PM,COLLISION WITH PEDESTRIAN,600153.0528,4725292.977,
17470404,C - POSSIBLE INJURY,2019,8/18/2019,8:30 PM,COLLISION WITH BICYCLIST,599863.35,4721673.53,
17462575,C - POSSIBLE INJURY,2019,8/17/2019,9:22 PM,COLLISION WITH BICYCLIST,601397.63,4723782.65,
17458967,C - POSSIBLE INJURY,2019,8/13/2019,12:30 PM,COLLISION WITH PEDESTRIAN,603341.157,4732765.249,
17458019,B - INJURY,2019,8/1/2019,8:33 PM,COLLISION WITH BICYCLIST,599413.0532,4736460.682,
17457512,C - POSSIBLE INJURY,2019,8/10/2019,8:30 PM,COLLISION WITH PEDESTRIAN,604277.7967,4740510.034,
17448792,B - INJURY,2019,8/2/2019,1:50 PM,COLLISION WITH PEDESTRIAN,594625,4727809,
17448402,B - INJURY,2019,7/21/2019,6:10 PM,COLLISION WITH PEDESTRIAN,599482.33,4724868.88,
17446073,A - SERIOUS INJURY,2019,8/2/2019,3:00 AM,COLLISION WITH PEDESTRIAN,601792.09,4724301.79,
17439083,C - POSSIBLE INJURY,2019,7/7/2019,9:56 AM,COLLISION WITH PEDESTRIAN,600775.6819,4720996.879,
17436065,A - SERIOUS INJURY,2019,7/27/2019,11:37 PM,COLLISION WITH BICYCLIST,601451.85,4721925.84,
17434034,C - POSSIBLE INJURY,2019,7/24/2019,5:28 PM,COLLISION WITH BICYCLIST,599894.3,4725128.16,
17431463,A - SERIOUS INJURY,2019,7/23/2019,8:18 PM,COLLISION WITH BICYCLIST,602588.6167,4724272.124,
17427783,B - INJURY,2019,6/12/2019,5:00 PM,COLLISION WITH BICYCLIST,601397.63,4723782.65,
17425892,A - SERIOUS INJURY,2019,7/19/2019,6:54 PM,COLLISION WITH PEDESTRIAN,601471.3333,4723924.73,
17423106,C - POSSIBLE INJURY,2019,7/1/2019,9:51 AM,COLLISION WITH OTHER PEDESTRIAN,599823.6509,4725725.149,
17422233,A - SERIOUS INJURY,2019,7/5/2019,7:31 AM,COLLISION WITH BICYCLIST,597596.94,4722659.95,
17422206,C - POSSIBLE INJURY,2019,7/3/2019,9:45 AM,COLLISION WITH BICYCLIST,599543.35,4725527.83,
17420172,C - POSSIBLE INJURY,2019,7/9/2019,1:17 PM,COLLISION WITH BICYCLIST,598203.8192,4723454.582,
17418518,C - POSSIBLE INJURY,2019,7/12/2019,2:30 PM,COLLISION WITH PEDESTRIAN,600987.97,4722558.15,
17412629,A - SERIOUS INJURY,2019,7/1/2019,12:49 AM,COLLISION WITH BICYCLIST,601362.49,4723438.49,
17412616,A - SERIOUS INJURY,2019,7/6/2019,9:30 PM,COLLISION WITH PEDESTRIAN,599686.8179,4725362.242,
17411701,C - POSSIBLE INJURY,2019,7/10/2019,2:17 PM,COLLISION WITH BICYCLIST,597741.258,4729468.755,
17411160,C - POSSIBLE INJURY,2019,7/2/2019,10:30 AM,COLLISION WITH PEDESTRIAN,601945.3283,4721855.561,
17410473,B - INJURY,2019,6/26/2019,1:25 PM,COLLISION WITH BICYCLIST,602145.05,4722471.92,
17410439,C - POSSIBLE INJURY,2019,7/9/2019,7:23 PM,COLLISION WITH PEDESTRIAN,601728.72,4724218.22,
17408181,A - SERIOUS INJURY,2019,7/8/2019,10:41 PM,COLLISION WITH BICYCLIST,601166.9292,4724156.981,
17406316,C - POSSIBLE INJURY,2019,6/24/2019,10:05 AM,COLLISION WITH PEDESTRIAN,601362.49,4723438.49,
